iteration,free_energy
1,3025.9491440662605
2,3025.9491440662605
3,3025.9491440662605
4,3025.9491440662605
5,3025.9491440662605
6,3025.9491440662605
7,3025.9491440662605
8,3025.9491440662605
9,3025.9491440662605
10,3025.9491440662605
11,3025.9491440662605
12,3025.9491440662605
13,3025.9491440662605
14,3025.9491440662605
15,3025.9491440662605
16,3025.9491440662605
17,3025.9491440662605
18,3025.9491440662605
19,3025.9491440662605
20,3025.9491440662605
21,3025.9491440662605
22,3025.9491440662605
23,3025.9491440662605
24,3025.9491440662605
25,3025.9491440662605
26,3025.9491440662605
27,3025.9491440662605
28,3025.9491440662605
29,3025.9491440662605
30,3025.9491440662605
31,3025.9491440662605
32,3025.9491440662605
33,3025.9491440662605
34,3025.9491440662605
35,3025.9491440662605
36,3025.9491440662605
37,3025.9491440662605
38,3025.9491440662605
39,3025.9491440662605
40,3025.9491440662605
41,3025.9491440662605
42,3025.9491440662605
43,3025.9491440662605
44,3025.9491440662605
45,3025.9491440662605
46,3025.9491440662605
47,3025.9491440662605
48,3025.9491440662605
49,3025.9491440662605
50,3025.9491440662605
51,3025.9491440662605
52,3025.9491440662605
53,3025.9491440662605
54,3025.9491440662605
55,3025.9491440662605
56,3025.9491440662605
57,3025.9491440662605
58,3025.9491440662605
59,3025.9491440662605
60,3025.9491440662605
61,3025.9491440662605
62,3025.9491440662605
63,3025.9491440662605
64,3025.9491440662605
65,3025.9491440662605
66,3025.9491440662605
67,3025.9491440662605
68,3025.9491440662605
69,3025.9491440662605
70,3025.9491440662605
71,3025.9491440662605
72,3025.9491440662605
73,3025.9491440662605
74,3025.9491440662605
75,3025.9491440662605
76,3025.9491440662605
77,3025.9491440662605
78,3025.9491440662605
79,3025.9491440662605
80,3025.9491440662605
81,3025.9491440662605
82,3025.9491440662605
83,3025.9491440662605
84,3025.9491440662605
85,3025.9491440662605
86,3025.9491440662605
87,3025.9491440662605
88,3025.9491440662605
89,3025.9491440662605
90,3025.9491440662605
91,3025.9491440662605
92,3025.9491440662605
93,3025.9491440662605
94,3025.9491440662605
95,3025.9491440662605
96,3025.9491440662605
97,3025.9491440662605
98,3025.9491440662605
99,3025.9491440662605
100,3025.9491440662605
