order\scenario,pos_only_constant_2000,pos_only_piecewise_mixed_2000,pos_only_sin_f02_2000
1,0.01020495587455365,4.8083604191386256,3.53554237153439
2,0.009849502832568562,7.340486895142837,3.98743542534066
3,0.20850394333237202,19.081575768142194,0.48006423620531563
4,0.18331794476852065,14.3554871351579,0.40838053648384753
5,0.14123354182651104,11.549091510159919,0.3163071855423725
6,0.1354152166488636,9.648817468568966,0.3188344108586762
7,0.11457655793973402,8.321160527334719,0.35997741965305224
8,0.6446833289069099,7.3984185947226395,0.4297155706463012
9,NaN,NaN,NaN
