1,1,-4.000001776724873,10.0000050499998
1,2,-4.029857001099274,10.021892663647497
1,3,-4.093607101056336,10.046356633766791
1,4,-4.1950688552908035,10.054359782402402
1,5,-4.337471411743856,10.027645875065785
1,6,-4.523184108128931,9.949256467946178
1,7,-4.753584789880109,9.803950366020267
1,8,-5.02901801863077,9.578536627757114
1,9,-5.3487799893833206,9.262183429800151
1,10,-5.711082512001598,8.846789264969466
1,11,-6.112963766592737,8.327528431107135
1,12,-6.550127280151589,7.703721359483284
1,13,-7.016773885676608,6.98022646151303
1,14,-7.506816265265306,6.163263594812372
1,15,-8.013621846586668,5.259488324080529
1,16,-8.529776500849376,4.276085610941251
1,17,-9.046864418594126,3.2208650284253983
1,18,-9.556893961535918,2.1060835610837283
1,19,-10.055661053327409,0.9519167877772994
1,20,-10.536614090448055,-0.22064667382374398
1,21,-10.989775942669967,-1.3906110282060176
1,22,-11.400620630764749,-2.5369960379222083
1,23,-11.748430670886387,-3.6394509639155332
1,24,-12.011008476506996,-4.6774811585629
1,25,-12.181923801690901,-5.6320219498411594
1,26,-12.265450352807964,-6.490952606870311
1,27,-12.270179765187061,-7.248376401310064
1,28,-12.206336751443391,-7.9027926071098396
1,29,-12.084781880619216,-8.455867874739662
1,30,-11.916598884804682,-8.911706525699461
1,31,-11.712896617609939,-9.27641164364875
1,32,-11.48470302971128,-9.557811021756272
1,33,-11.24271809754374,-9.764611481461468
1,34,-10.997329887289874,-9.906304346379232
1,35,-10.75861834139643,-9.993099653230695
1,36,-10.536373910522567,-10.035851464711643
1,37,-10.340128885577036,-10.045961152155188
1,38,-10.179205033278878,-10.03525653925231
1,39,-10.06278321401317,-10.015851524398753
1,40,-10.000000913641816,-10.000001229416169
2,1,-10.000004191724248,4.9999890736249135
2,2,-10.023711935096424,4.914739357349475
2,3,-10.05701878961568,4.753754456970724
2,4,-10.086001919598342,4.526389652120216
2,5,-10.097212141628201,4.241538240585783
2,6,-10.077864737777036,3.90736564820567
2,7,-10.015879884755423,3.531092232635203
2,8,-9.899832357625222,3.118787250458687
2,9,-9.71885332582525,2.675122110043879
2,10,-9.462548277318811,2.2029941202033205
2,11,-9.121009523768013,1.702904288755564
2,12,-8.685009520702014,1.1719508406889876
2,13,-8.146402771938623,0.6021866171289738
2,14,-7.498670834765791,-0.011935713200639565
2,15,-6.743471376099773,-0.6689894093240508
2,16,-5.895087944347833,-1.36381828121358
2,17,-4.9810163857995216,-2.093328385163987
2,18,-4.030455407143499,-2.860670717079707
2,19,-3.067416625922752,-3.6761874605200937
2,20,-2.1150664292355996,-4.5446212902619365
2,21,-1.1927977944940156,-5.461272411599856
2,22,-0.3083508577281182,-6.409070010123201
2,23,0.549428267831811,-7.36317534037192
2,24,1.390093845905362,-8.299540118274855
2,25,2.216899154371716,-9.197064760799577
2,26,3.0276453788240034,-10.04063656165973
2,27,3.8178581952406914,-10.820811969441564
2,28,4.582588359022805,-11.532121816632545
2,29,5.316887065870956,-12.171723037835548
2,30,6.015801353009422,-12.738576790942442
2,31,6.674378465425808,-13.233071581602799
2,32,7.287665800111735,-13.656824609532189
2,33,7.850737357159885,-14.012550034501228
2,34,8.358767658666018,-14.303936487345899
2,35,8.80707630160986,-14.53553484192277
2,36,9.191148795033559,-14.712637974182226
2,37,9.506634494397938,-14.841145237477475
2,38,9.7493236393034,-14.927411675561872
2,39,9.91511511192101,-14.978091862673518
2,40,9.99999960309713,-15.000000686471703
3,1,-14.999971296398446,-9.999987259363868
3,2,-14.777843102540086,-9.887934047228628
3,3,-14.358577713359683,-9.666521585183371
3,4,-13.767142837281666,-9.338493087139993
3,5,-13.028486080623795,-8.906751982532297
3,6,-12.167504644353318,-8.374595445768012
3,7,-11.208950431128612,-7.745890306272455
3,8,-10.177294394072568,-7.025236236499335
3,9,-9.096564345498749,-6.218022795284841
3,10,-7.990204200240533,-5.330369598102899
3,11,-6.880999698304341,-4.368977261380851
3,12,-5.791090846324024,-3.340956107504412
3,13,-4.742047124730764,-2.253618977957567
3,14,-3.7535060112746135,-1.1178154639456375
3,15,-2.8368006295939754,0.048556449140643096
3,16,-1.9906672136312669,1.2239692160387998
3,17,-1.2009981337526734,2.388924841192735
3,18,-0.450935782227392,3.5263240883482836
3,19,0.27463720969022104,4.619111115591756
3,20,0.9876223000114148,5.6502028473823405
3,21,1.694514659848533,6.603563198193321
3,22,2.396095753004005,7.4669882656028275
3,23,3.089743545729508,8.23318336644897
3,24,3.771567350614717,8.898819966075228
3,25,4.437363456928247,9.463469182607373
3,26,5.082920373740808,9.928817517283969
3,27,5.704039038938544,10.298140078389178
3,28,6.296520301018148,10.576053028007417
3,29,6.8561604820712105,10.768395362597367
3,30,7.37876567958513,10.882177364873476
3,31,7.860187540542429,10.92553032177943
3,32,8.296441879443005,10.907652578483425
3,33,8.684504964148545,10.838934242436801
3,34,9.022455921685912,10.730837801320456
3,35,9.309375926725899,10.595766152619438
3,36,9.545233464886834,10.446943429128359
3,37,9.730748584193757,10.298292587631872
3,38,9.867230121311016,10.164294854739714
3,39,9.956368363359,10.059828333948817
3,40,10.000000187884158,10.000001518092166
4,1,-1.3164853906880499e-5,-10.000012715223184
4,2,-0.10207338246165135,-10.096075642115254
4,3,-0.29138219058487486,-10.2676394282394
4,4,-0.5533518765299622,-10.494395019443603
4,5,-0.8739551490768975,-10.756664179108524
4,6,-1.2399877045238084,-11.035681139654256
4,7,-1.6391834428829064,-11.313700228472506
4,8,-2.060222134711813,-11.573980380167232
4,9,-2.492682830140139,-11.800710043167589
4,10,-2.926980082716852,-11.978914942549698
4,11,-3.3543019988118146,-12.09436932983463
4,12,-3.7665576758370407,-12.133518000363704
4,13,-4.156335665010879,-12.083409770388089
4,14,-4.516872492180037,-11.931640426849494
4,15,-4.842029345944206,-11.666302297926384
4,16,-5.12627482242697,-11.275937546629317
4,17,-5.364671701340018,-10.749492538947363
4,18,-5.5528559193003675,-10.07629302294789
4,19,-5.687060254105838,-9.245931706016108
4,20,-5.765396539690214,-8.25411480905859
4,21,-5.791240523012815,-7.10616166347297
4,22,-5.781469946899848,-5.819968103603795
4,23,-5.7747521947687135,-4.421165702487798
4,24,-5.808052862218963,-2.9379131837331594
4,25,-5.898382988511809,-1.4006802290790752
4,26,-6.049406807051589,0.16368673082948576
4,27,-6.258474167321947,1.7321642810319666
4,28,-6.51958443841752,3.2844006871192253
4,29,-6.824529124810982,4.801953555424158
4,30,-7.163546693311309,6.267945888402032
4,31,-7.5257424849367185,7.6668767494054455
4,32,-7.89935453849653,8.984454566003969
4,33,-8.272909317740291,10.206727086439907
4,34,-8.63537147238116,11.32009280890192
4,35,-8.976092684360202,12.311361867110335
4,36,-9.284753789089462,13.167757411442464
4,37,-9.55129955084809,13.876867594967528
4,38,-9.765866965815814,14.4265634903735
4,39,-9.918691739829704,14.804897311648213
4,40,-9.999999021839189,14.999998815013624
